post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:sport,attribute:Packages,attribute_data:Packages,attribute:pa_certification,attribute_data:pa_certification,attribute:pa_package,attribute_data:pa_package
"HIGH SCORE FC and KHARAR FC || TIDA X NUGGET NATION",high-score-fc-and-kharar-fc-tida-x-nugget-nation,,3145,"LIVE STREAM","LIVE STREAM",publish,,0,"2024-03-18 17:51:35",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231006143135-2023-10-06tbl_venue142927.jpg ! alt :  ! title : 20231006143135-2023-10-06tbl_venue142927 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/high-score-fc-and-kharar-fc-tida-x-nugget-nation/,0,simple,,Chandigarh,,,Football,,,,,,
"24 FC VS STADIUM FC || TIDA X NUGGET NATION",24-fc-vs-stadium-fc-tida-x-nugget-nation,,3146,"LIVE STREAM","LIVE STREAM",publish,,0,"2024-03-18 17:51:36",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231006145024-2023-10-06tbl_venue144747.jpeg ! alt :  ! title : 20231006145024-2023-10-06tbl_venue144747 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/24-fc-vs-stadium-fc-tida-x-nugget-nation/,0,simple,,Chandigarh,,,Football,,,,,,
"Tida Sports Nutritional Fitness Hub",tida-sports-nutritional-fitness-hub,,3147,"HEY!! SESSIONS AVALABLE.","HEY!! SESSIONS AVALABLE.",publish,,0,"2024-03-18 17:51:37",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231009153741-2023-10-09tbl_venue153237.jpg ! alt :  ! title : 20231009153741-2023-10-09tbl_venue153237 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/tida-sports-nutritional-fitness-hub/,0,simple,,Punjab,,,"Art & Craft",,,,,,
Quitessential,quitessential,,3148,"Friend ship","Friend ship",publish,,0,"2024-03-18 17:51:38",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3418image_cropper_1697146041997.jpg ! alt :  ! title : 3418image_cropper_1697146041997 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/quitessential/,0,simple,,"Punjab > Kharar",,,Football,,,,,,
test,test,,3149,testinf,testinf,publish,,0,"2024-03-18 17:51:39",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/5349image_cropper_1697280504402.jpg ! alt :  ! title : 5349image_cropper_1697280504402 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/test/,0,simple,,"Punjab > Kharar",,,,,,,,,
"Football academy",football-academy,,3150,abc,abc,publish,,0,"2024-03-18 17:51:39",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/2649image_cropper_1697440844037.jpg ! alt :  ! title : 2649image_cropper_1697440844037 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/football-academy/,0,simple,,Punjab,,,Football,,,,,,
"October 18",octoberr-18,,3151,"Backward Counting","Backward Counting",publish,,0,"2024-03-18 17:51:40",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4522image_cropper_1697600254158.jpg ! alt :  ! title : 4522image_cropper_1697600254158 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/octoberr-18/,0,simple,,Punjab,,,"Languages & Public Speaking",,,,,,
"Subtraction session",subtraction-session,,3152,.,.,publish,,0,"2024-03-18 17:51:41",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1137image_cropper_1697684723021.jpg ! alt :  ! title : 1137image_cropper_1697684723021 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/subtraction-session/,0,simple,,Punjab,,,"Languages & Public Speaking",,,,,,
"October 20",octoberr-20,,3153,"Nursery Rhyme Activity","Nursery Rhyme Activity",publish,,0,"2024-03-18 17:51:41",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3356image_cropper_1697772480759.jpg ! alt :  ! title : 3356image_cropper_1697772480759 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/octoberr-20/,0,simple,,Punjab,,,"Languages & Public Speaking",,,,,,
"Dussehra Special",dussehra-special,,3154,"Dussehra Celebration being conducted in Grade 2 of Anee's School, Mohali","Dussehra Celebration being conducted in Grade 2 of Anee's School, Mohali",publish,,0,"2024-03-18 17:51:42",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231020122816-2023-10-20tbl_venue122514.jpg ! alt :  ! title : 20231020122816-2023-10-20tbl_venue122514 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/dussehra-special/,0,simple,,"Punjab > Kharar",,,"Languages & Public Speaking",,,,,,
"Dussehra Celebration",dussehra-celebration,,3155,"A Dussehra Special Activity is being conducted for Primary classes of Anee's School","A Dussehra Special Activity is being conducted for Primary classes of Anee's School",publish,,0,"2024-03-18 17:51:43",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231020125531-2023-10-20tbl_venue125313.jpg ! alt :  ! title : 20231020125531-2023-10-20tbl_venue125313 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/dussehra-celebration/,0,simple,,"Punjab > Kharar",,,"Languages & Public Speaking",,,,,,
"civil services",civil-services,,3156,"any one","any one",publish,,0,"2024-03-18 17:51:43",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3309image_cropper_1698229591536.jpg ! alt :  ! title : 3309image_cropper_1698229591536 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/civil-services/,0,simple,,Punjab,,,"Languages & Public Speaking",,,,,,
kasarani,kasarani,,3158,perfect,perfect,publish,,0,"2024-03-18 17:51:47",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1517image_cropper_1698264493167-1-scaled.jpg ! alt :  ! title : 1517image_cropper_1698264493167-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/kasarani/,0,simple,,"Punjab > Kharar",,,Football,,,,,,
"testing book",testing-book,,3159,avb,avb,publish,,0,"2024-03-18 17:51:50",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4750image_cropper_1698306129394.jpg ! alt :  ! title : 4750image_cropper_1698306129394 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/testing-book/,0,simple,,"Punjab > Kharar",,,"Badminton|Horse riding|Lawn Tennis",,,,,,
mumias,mumias,,3160,trustworthy,trustworthy,publish,,0,"2024-03-18 17:51:53",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/5442image_cropper_1698526135074.jpg ! alt :  ! title : 5442image_cropper_1698526135074 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mumias/,0,simple,,"Punjab > Kharar",,,Football,,,,,,
"Eagles vs Pirates, Day 1",eagles-vs-pirates-day-1,,3161,"Venue for cricket tournament, SJOBA, chandigarh","Venue for cricket tournament, SJOBA, chandigarh",publish,,0,"2024-03-18 17:51:56",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/5645image_cropper_1698745803527.jpg ! alt :  ! title : 5645image_cropper_1698745803527 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/eagles-vs-pirates-day-1/,0,simple,,Chandigarh,,,Cricket,,,,,,
"kelvin Osman",kelvin-osman,,3162,good,good,publish,,0,"2024-03-18 17:51:59",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/2634image_cropper_1699977048304.jpg ! alt :  ! title : 2634image_cropper_1699977048304 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/kelvin-osman/,0,simple,,"Punjab > Kharar",,,Football,,,,,,
"Mini Football 2.0",mini-football-2-0-2,,3163,.,.,publish,,0,"2024-03-18 17:52:03",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231124143339-2023-11-24tbl_venue143116.jpeg ! alt :  ! title : 20231124143339-2023-11-24tbl_venue143116 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mini-football-2-0-2/,0,simple,,Punjab,,,Football,,,,,,
"Test Location",test-location,,3164,abcde,abcde,publish,,0,"2024-03-18 17:52:06",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1619scaled_IMG-20231128-WA0001.jpg ! alt :  ! title : 1619scaled_IMG-20231128-WA0001 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/test-location/,0,simple,,"Punjab > Kharar",,,"Art & Craft|Basketball|Cricket|Football",,,,,,
Test-Location,test-location-2,,3165,abcde,abcde,publish,,0,"2024-03-18 17:52:09",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/2036image_cropper_1701173966446.jpg ! alt :  ! title : 2036image_cropper_1701173966446 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/test-location-2/,0,simple,,"Punjab > Kharar",,,"Lawn Tennis",,,,,,
heud,heud,,3166,hdjdj,hdjdj,publish,,0,"2024-03-18 17:52:15",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/2853image_cropper_1701844097543.jpg ! alt :  ! title : 2853image_cropper_1701844097543 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/heud/,0,simple,,"Punjab > Kharar",,,Boxing|Skating,,,,,,
john,john,,3167,"hey come join","hey come join",publish,,0,"2024-03-18 17:52:19",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3857image_cropper_1701844644863.jpg ! alt :  ! title : 3857image_cropper_1701844644863 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/john/,0,simple,,"Punjab > Kharar",,,"Basketball|Cricket|Football|Horse riding|Lawn Tennis",,,,,,
"Pro kabbadi",pro-kabbadi,,3169,Baliga,Baliga,publish,,0,"2024-03-18 17:52:24",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4808image_cropper_1701845212709-1-scaled.jpg ! alt :  ! title : 4808image_cropper_1701845212709-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/pro-kabbadi/,0,simple,,"Punjab > Kharar|Maharashtra|Maharashtra > Mumbai",,,"Lawn Tennis",,,,,,
Lelouch,lelouch,,3170,"how are u coming","how are u coming",publish,,0,"2024-03-18 17:52:25",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4103image_cropper_1701851999645.jpg ! alt :  ! title : 4103image_cropper_1701851999645 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/lelouch/,0,simple,,"Punjab > Kharar|Italy",,,Boxing,,,,,,
honey,honey,,3171,bhhgb,bhhgb,publish,,0,"2024-03-18 17:52:26",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4734image_cropper_1701852408772.jpg ! alt :  ! title : 4734image_cropper_1701852408772 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/honey/,0,simple,,"Punjab > Kharar",,,"Basketball|Cricket|Football|Horse riding",,,,,,
bb,bb,,3172,,,publish,,0,"2024-03-18 17:52:27",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4336image_cropper_1701863001395.jpg ! alt :  ! title : 4336image_cropper_1701863001395 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/bb/,0,simple,,"Punjab > Kharar",,,Badminton,,,,,,
"Blue Ocean",blue-ocean,,3173,"Lord buddha gave us message of peace","Lord buddha gave us message of peace",publish,,0,"2024-03-18 17:52:27",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/2756image_cropper_1702009450296.jpg ! alt :  ! title : 2756image_cropper_1702009450296 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/blue-ocean/,0,simple,,"Punjab > Kharar|Maharashtra",,,"Martial Arts",,,,,,
"kitui stadium",kitui-stadium,,3174,"football game","football game",publish,,0,"2024-03-18 17:52:28",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3426image_cropper_1702182756042.jpg ! alt :  ! title : 3426image_cropper_1702182756042 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/kitui-stadium/,0,simple,,"Punjab > Kharar",,,,,,,,,
"YMCA Lawn Tennis",ymca-lawn-tennis-2,,3175,"Book your perfect tennis court in seconds! Our online booking system lets you see available slots, choose your court, and pay securely. Get ready to ace your next game!","Book your perfect tennis court in seconds! Our online booking system lets you see available slots, choose your court, and pay securely. Get ready to ace your next game!",publish,,0,"2024-03-18 17:52:28",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231211171948-2023-12-11tbl_venue171357.jpeg ! alt :  ! title : 20231211171948-2023-12-11tbl_venue171357 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/ymca-lawn-tennis-2/,0,simple,,"Chandigarh|Chandigarh > Sector 11-A|Chandigarh > Sector 11,",,,"Lawn Tennis",,,,,,
mayank,mayank,,3176,jaat,jaat,publish,,0,"2024-03-18 17:52:29",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/0203image_cropper_1702292432481.jpg ! alt :  ! title : 0203image_cropper_1702292432481 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mayank/,0,simple,,"Punjab > Kharar|Delhi",,,Taekwondo,,,,,,
"Kulture Dance Academy",kulture-dance-academy,,3177,"Welcome to Kulture Dance Academy, where the rhythm meets convenience! Immerse yourself in the world of dance from the palm of your hand. Explore a seamless experience to join classes, connect with fellow dancers, and stay tuned to the latest choreography trends.","Welcome to Kulture Dance Academy, where the rhythm meets convenience! Immerse yourself in the world of dance from the palm of your hand. Explore a seamless experience to join classes, connect with fellow dancers, and stay tuned to the latest choreography trends.",publish,,0,"2024-03-18 17:52:32",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/0141image_cropper_1702893698759.jpg ! alt :  ! title : 0141image_cropper_1702893698759 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/kulture-dance-academy/,0,simple,,"Punjab > Mohali|Punjab",,,Dance,,,,,,
Venkatesh,venkatesh,,3178,"not done","not done",publish,,0,"2024-03-18 17:52:33",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1816image_cropper_1702491472118.jpg ! alt :  ! title : 1816image_cropper_1702491472118 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/venkatesh/,0,simple,,"Karnataka > Gangamuthanahalli|Karnataka",,,Cricket,,,,,,
"The Banger Academy",the-banger-academy,,3179,"Unlock your musical potential at the Banger Academy! Learn guitar and vocals from the comfort of your home. Join us and embark on a journey of musical mastery. Enroll now for a harmonious learning experience","Unlock your musical potential at the Banger Academy! Learn guitar and vocals from the comfort of your home. Join us and embark on a journey of musical mastery. Enroll now for a harmonious learning experience",publish,,0,"2024-03-18 17:52:33",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231216131343-2023-12-16tbl_venue130741.jpeg ! alt :  ! title : 20231216131343-2023-12-16tbl_venue130741 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/the-banger-academy/,0,simple,,"Punjab > Mohali",,,Music,,,,,,
hindi,hindi,,3180,hello,hello,publish,,0,"2024-03-18 17:52:34",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4640image_cropper_1702777569781.jpg ! alt :  ! title : 4640image_cropper_1702777569781 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/hindi/,0,simple,,"Punjab > Mohali|Punjab",,,Football,,,,,,
"Backstreets Academy",backstreets-academy,,3181,.,.,publish,,0,"2024-03-18 17:52:35",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231218200732-2023-12-18tbl_venue200449.jpg ! alt :  ! title : 20231218200732-2023-12-18tbl_venue200449 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/backstreets-academy/,0,simple,,"Chandigarh|Punjab > Mohali",,,Music,,,,,,
"Roots Tennis Academy",roots-tennis-academy,,3183,.,.,publish,,0,"2024-03-18 17:52:38",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231226141519-2023-12-26tbl_venue140854-1-scaled.jpg ! alt :  ! title : 20231226141519-2023-12-26tbl_venue140854-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/roots-tennis-academy/,0,simple,,"Punjab|Punjab > Zirakpur",,,"Lawn Tennis",,,,,,
"Roots Tennis Academy, PR7",roots-tennis-academy-pr7,,3185,.,.,publish,,0,"2024-03-18 17:52:44",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231227184935-2023-12-27tbl_venue184625-1-scaled.jpg ! alt :  ! title : 20231227184935-2023-12-27tbl_venue184625-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/roots-tennis-academy-pr7/,0,simple,,"Punjab > Zirakpur",,,"Lawn Tennis",,,,,,
"Mohali Taekwondo Academy, Sector 57, Mohali",mohali-taekwondo-academy-sector-57-mohali,,3186,.,.,publish,,0,"2024-03-18 17:52:47",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231227200927-2023-12-27tbl_venue200153.png ! alt :  ! title : 20231227200927-2023-12-27tbl_venue200153 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mohali-taekwondo-academy-sector-57-mohali/,0,simple,,"Punjab > Mohali",,,"Martial Arts",,,,,,
"Mohali Taekwondo Academy, Sector 60, Mohali",mohali-taekwondo-academy-sector-60-mohali,,3187,.,.,publish,,0,"2024-03-18 17:52:50",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231227201131-2023-12-27tbl_venue200949.png ! alt :  ! title : 20231227201131-2023-12-27tbl_venue200949 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mohali-taekwondo-academy-sector-60-mohali/,0,simple,,"Punjab > Mohali",,,"Martial Arts",,,,,,
"Mohali Taekwondo Academy, Sector 61, Mohali",mohali-taekwondo-academy-sector-61-mohali,,3188,.,.,publish,,0,"2024-03-18 17:52:53",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231227201259-2023-12-27tbl_venue201148.png ! alt :  ! title : 20231227201259-2023-12-27tbl_venue201148 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mohali-taekwondo-academy-sector-61-mohali/,0,simple,,"Punjab > Mohali|Punjab",,,"Martial Arts",,,,,,
"Mohali Taekwondo Academy, Sector 59, Mohali",mohali-taekwondo-academy-sector-59-mohali,,3189,.,.,publish,,0,"2024-03-18 17:52:56",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231227201806-2023-12-27tbl_venue201645.png ! alt :  ! title : 20231227201806-2023-12-27tbl_venue201645 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/mohali-taekwondo-academy-sector-59-mohali/,0,simple,,"Punjab > Mohali|Punjab",,,"Martial Arts",,,,,,
"Ballnest Basketball Academy",ballnest-basketball-academy,,3190,"Elevate your basketball skills at our premier academy! Join us for expert coaching, state-of-the-art facilities, and a vibrant basketball community. Unleash your potential on the court and experience the thrill of basketball excellence.","Elevate your basketball skills at our premier academy! Join us for expert coaching, state-of-the-art facilities, and a vibrant basketball community. Unleash your potential on the court and experience the thrill of basketball excellence.",publish,,0,"2024-03-18 17:53:00",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20231228122059-2023-12-28tbl_venue121504.jpg ! alt :  ! title : 20231228122059-2023-12-28tbl_venue121504 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/ballnest-basketball-academy/,0,simple,,"Punjab > Zirakpur",,,Basketball,,,,,,
"Match Point",match-point,,3192,.,.,publish,,0,"2024-03-18 17:53:09",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240102130833-2024-01-02tbl_venue130827-1-scaled.jpg ! alt :  ! title : 20240102130833-2024-01-02tbl_venue130827-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/match-point/,0,simple,,"Punjab > Kharar|Punjab > Mohali",,,"Lawn Tennis",,,,,,
"SSS Sports Complex",sss-sports-complex,,3193,.,.,publish,,0,"2024-03-18 17:53:09",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240102174051-2024-01-02tbl_venue173537.png ! alt :  ! title : 20240102174051-2024-01-02tbl_venue173537 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sss-sports-complex/,0,simple,,"Punjab > Mohali",,,"Lawn Tennis",,,,,,
"SUR SARGAM MUSIC ACADEMY",sur-sargam-music-academy,,3195,.,.,publish,,0,"2024-03-18 17:53:16",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240103130206-2024-01-03tbl_venue125447-1-scaled.jpg ! alt :  ! title : 20240103130206-2024-01-03tbl_venue125447-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sur-sargam-music-academy/,0,simple,,Punjab,,,Music,,,,,,
"Chess Mate Academy",chess-mate-academy,,3196,"Unlock the strategic world of chess at Chess Mate Academy! Join us for expert-led lessons, tactical training, and thrilling gameplay to elevate your chess skills. Whether you're a beginner or a seasoned player, discover the joy of mastering the timeless game of kings with us.","Unlock the strategic world of chess at Chess Mate Academy! Join us for expert-led lessons, tactical training, and thrilling gameplay to elevate your chess skills. Whether you're a beginner or a seasoned player, discover the joy of mastering the timeless game of kings with us.",publish,,0,"2024-03-18 17:53:18",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240108173535-2024-01-08tbl_venue165459.jpg ! alt :  ! title : 20240108173535-2024-01-08tbl_venue165459 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/chess-mate-academy/,0,simple,,"Chandigarh|Chandigarh > Sector 40 A",,,Chess,,,,,,
"VTA, Panchkula",vta-panchkula,,3197,"Elevate your tennis game at VTA, your gateway to cutting-edge facilities. Book your slots effortlessly and unleash your full potential on the court.","Elevate your tennis game at VTA, your gateway to cutting-edge facilities. Book your slots effortlessly and unleash your full potential on the court.",publish,,0,"2024-03-18 17:53:19",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240110180704-2024-01-10tbl_venue180657.png ! alt :  ! title : 20240110180704-2024-01-10tbl_venue180657 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/vta-panchkula/,0,simple,,"Chandigarh > Sector 9",,,"Lawn Tennis",,,,,,
"Engen swartkorps",engen-swartkorps,,3199,parking,parking,publish,,0,"2024-03-18 17:53:22",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4256image_cropper_1704811330124-1-scaled.jpg ! alt :  ! title : 4256image_cropper_1704811330124-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/engen-swartkorps/,0,simple,,"Punjab > Kharar",,,,,,,,,
"VTA, Zirakpur",vta-zirakpur,,3201,"Elevate your tennis game at VTA, your gateway to cutting-edge facilities. Book your slots effortlessly and unleash your full potential on the court.","Elevate your tennis game at VTA, your gateway to cutting-edge facilities. Book your slots effortlessly and unleash your full potential on the court.",publish,,0,"2024-03-18 17:53:31",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240110145830-2024-01-10tbl_venue145535-1-scaled.jpg ! alt :  ! title : 20240110145830-2024-01-10tbl_venue145535-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/vta-zirakpur/,0,simple,,"Punjab > Kharar",,,"Lawn Tennis",,,,,,
